species	taxon_id	corresponding_file
Lactiplantibacillus argentoratensis	271881	Lb_argentoratensis_CIRM-BIA_2108_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_1951_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_207_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_998_C
Lactobacillus kefiranofaciens	267818	Lb_kefiranofaciens_ZW3_C
Weissella confusa	1583	W_confusa_CIRM-BIA_2234_S
Lactobacillus crispatus	47770	Lb_crispatus_DSM_29598_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_LOCK908_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA513_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30005_S
Lactobacillus diolivorans	179838	Lb_diolivorans_DSM_14421_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_2190_S
Lactobacillus gasseri	1596	Lb_gasseri_EJL_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_FAM_20746_S
Lactococcus lactis	1358	Lco_lactis_JM3_C
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_878_S
Fructilactobacillus fructivorans	1614	F_fructivorans_196_S
Lactobacillus crispatus	47770	Lb_crispatus_DISK12_S
Leuconostoc citreum	33964	Leu_citreum_CBA3624_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_ATCC_8530_C
Bifidobacterium longum	216816	B_longum_AF14-22_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_DSM_28628_S
Lactobacillus helveticus	1587	Lb_helveticus_LH99_C
Bifidobacterium longum	216816	B_longum_LH_665_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30077_S
Lactococcus lactis	1358	Lco_lactis_1031_S
Lentilactobacillus buchneri	1581	Lb_buchneri_1012_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_1015_S
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_1442_S
Pediococcus acidilactici	1254	Pe_acidilactici_SRCM103387_C
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_655_S
Pediococcus acidilactici	1254	Pe_acidilactici_PMC48_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU10033_S
Lactobacillus pentosus	1589	Lb_pentosus_FL0421_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_1017_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_214_S
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_2172_S
Bifidobacterium longum	216816	B_longum_BG7_C
Lactobacillus crispatus	47770	Lb_crispatus_RL26_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_NCTC13710_C
Lactobacillus johnsonii	33959	Lb_johnsonii_UMNLJ21_C
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_2173_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_2188_S
Lactobacillus amylovorus	1604	Lb_amylovorus_GRL1118_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1399_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60204_S
Bifidobacterium longum	216816	B_longum_LTBL16_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_41_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30038_S
Lactobacillus coryniformis	1610	Lb_coryniformis_CBA3616_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_784_LRHA_S
Lactobacillus johnsonii	33959	Lb_johnsonii_117d_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA1_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_632_S
Pediococcus acidilactici	1254	Pe_acidilactici_PB22_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_MGYG-HGUT-01369_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA512_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_106_S
Streptococcus thermophilus	1308	St_thermophilus_CNRZ1066_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BIOML-A3_S
Lactococcus lactis	1358	Lco_lactis_517-C6_S
Pediococcus acidilactici	1254	Pe_acidilactici_1001295B_180824_F12_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CBC-LR1_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA456_C
Bifidobacterium breve	1685	B_breve_DRBB28_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_MGYG-HGUT-02401_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_Lc_705_C
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_895_S
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC19_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_EIP03C_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_1560_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA516_S
Bifidobacterium breve	1685	B_breve_JCM_1192_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_AMC0714_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_LBAE_G23_S
Latilactobacillus curvatus	28038	Lb_curvatus_MGYG-HGUT-00020_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30035_S
Latilactobacillus curvatus	28038	Lb_curvatus_SRCM103465_C
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC15_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_SRCM103356_C
Weissella cibaria	137591	W_cibaria_LBAE_H25_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2181_S
Limosilactobacillus reuteri	1598	Lb_reuteri_CIRM-BIA_522_S
Leuconostoc citreum	33964	Leu_citreum_F192-5_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_186_LRHA_S
Limosilactobacillus reuteri	1598	Lb_reuteri_CIRM-BIA_1439_S
Bifidobacterium breve	1685	B_breve_UCC2003_C
Lactococcus lactis	1358	Lco_lactis_756_S
Lactococcus cremoris	1359	Lco_cremoris_EIP53I_S
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_900_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_631_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_JCM_15610_C
Bifidobacterium longum	216816	B_longum_OF01-16_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_2133_S
Brevibacillus brevis	1393	Lb_brevis_UCCLB556_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_KLDS1-0207_C
Lactococcus cremoris	1359	Lco_cremoris_188_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_1516_S
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_1490_S
Leuconostoc citreum	33964	Leu_citreum_CIRM-BIA_742_S
Bifidobacterium longum	216816	B_longum_BSD2780120874_150323_E3_S
Bifidobacterium longum	216816	B_longum_D46t1_190503_C6_S
Pediococcus acidilactici	1254	Pe_acidilactici_7_4_S
Bifidobacterium longum	216816	B_longum_BAMA-B05_C
Lactococcus lactis	1358	Lco_lactis_641-C8_S
Lactobacillus crispatus	47770	Lb_crispatus_RL25_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS22-genome_C
Lactobacillus acidophilus	1579	Lb_acidophilus_L-55_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BIOML-A1_S
Lactobacillus crispatus	47770	Lb_crispatus_VMC1_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_1440_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2220_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2235_S
Lactobacillus gasseri	1596	Lb_gasseri_UMB0607_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_141_S
Streptococcus thermophilus	1308	St_thermophilus_KLDS_3-1003_C
Lactobacillus crispatus	47770	Lb_crispatus_CIRM-BIA_523_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2109_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_1111_S
Bifidobacterium breve	1685	B_breve_DRBB30_C
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_772_C
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_445_S
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_2079_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_251_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_103_S
Bifidobacterium breve	1685	B_breve_FDAARGOS_561_C
Latilactobacillus curvatus	28038	Lb_curvatus_CIRM-BIA_1443_S
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_519_S
Lactococcus lactis	1358	Lco_lactis_G423_C
Bifidobacterium breve	1685	B_breve_CNCM_I-4321_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30040_S
Latilactobacillus curvatus	28038	Lb_curvatus_96_S
Streptococcus thermophilus	1308	St_thermophilus_IDCC2201_C
Leuconostoc mesenteroides	1245	Leu_mesenteroides_DRC1506_C
Lactobacillus coryniformis	1610	Lb_coryniformis_DSM_20001_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_CIRM-BIA_1320_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU50064_S
Bifidobacterium breve	1685	B_breve_LH_24_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIP_CIRM_BIA442_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2185_S
Latilactobacillus sakei	1599	Lb_sakei_CBA3635_C
Lentilactobacillus kefiri	33962	Lb_kefiri_DH5_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_526_LRHA_S
Bifidobacterium longum	216816	B_longum_ATCC_15697_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_269_S
Weissella confusa	1583	W_confusa_1474_S
Streptococcus thermophilus	1308	St_thermophilus_DGCC_7710_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BIOML-A4_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_607_S
Pediococcus acidilactici	1254	Pe_acidilactici_HN9_C
Bifidobacterium breve	1685	B_breve_NRBB09_C
Bifidobacterium longum	216816	B_longum_17-1B_S
Pediococcus acidilactici	1254	Pe_acidilactici_DSM_19927_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS-23_C
Leuconostoc citreum	33964	Leu_citreum_1300_LCIT_S
Bifidobacterium breve	1685	B_breve_NRBB27_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA127_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_2083_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1400_S
Lactobacillus gasseri	1596	Lb_gasseri_1001175st1_D8_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_AO356_C
Streptococcus salivarius	1304	Lb_salivarius_SMXD51_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_681_S
Bifidobacterium longum	216816	B_longum_JCM_11660_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1590_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1973_S
Bifidobacterium breve	1685	B_breve_MCC_1094_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_368_C
Bifidobacterium breve	1685	B_breve_91-1_S
Lactobacillus crispatus	47770	Lb_crispatus_RL27_S
Latilactobacillus curvatus	28038	Lb_curvatus_WiKim38_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2182_S
Brevibacillus brevis	1393	Lb_brevis_BSO_310_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_7_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_SRCM102734_C
Lactobacillus gasseri	1596	Lb_gasseri_UMB3077_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS14_C
Lacticaseibacillus casei	1582	Lb_casei_Z11_S
Bifidobacterium longum	216816	B_longum_JSRL02_C
Bifidobacterium longum	216816	B_longum_AF04-13_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_CIRM-BIA_1357_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_2038_C
Lactococcus lactis	1358	Lco_lactis_C2D_S
Bifidobacterium breve	1685	B_breve_NRBB52_C
Latilactobacillus curvatus	28038	Lb_curvatus_CIRM-BIA_468_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_1674_S
Bifidobacterium longum	216816	B_longum_TF07-39_S
Lactococcus lactis	1358	Lco_lactis_UC08_C
Bifidobacterium longum	216816	B_longum_N3A01_S
Lactobacillus helveticus	1587	Lb_helveticus_MB2-1_C
Leuconostoc lactis	1246	Leu_lactis_1001262B_160229_C9_S
Bifidobacterium longum	216816	B_longum_AM30-9LB_S
Lactobacillus acidophilus	1579	Lb_acidophilus_MGYG-HGUT-02379_S
Lactococcus lactis	1358	Lco_lactis_L98-E2_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_FAM_23908_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_LBAE_K10_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_784_S
Lactococcus cremoris	1359	Lco_cremoris_UCMA1720_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1321_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_2134_S
Streptococcus thermophilus	1308	St_thermophilus_LMG_18311_C
Lactobacillus crispatus	47770	Lb_crispatus_RL28_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_2081_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_2128_S
Lactobacillus fermentum	1613	Lb_fermentum_FTDC8312_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_DSM_20258_S
Bifidobacterium longum	216816	B_longum_BIM_B-813D_C
Pediococcus acidilactici	1254	Pe_acidilactici_DSM_20284_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_86_S
Lactobacillus fermentum	1613	Lb_fermentum_F-6_C
Lactococcus lactis	1358	Lco_lactis_1064-C11_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_105_S
Bifidobacterium longum	216816	B_longum_DJO10A_C
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_1869_S
Streptococcus thermophilus	1308	St_thermophilus_NCTC12958_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_LBAE_C32_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1211_S
Brevibacillus brevis	1393	Lb_brevis_UCCLB521_C
Bifidobacterium breve	1685	B_breve_LH_21_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_1021_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_79_S
Limosilactobacillus reuteri	1598	Lb_reuteri_DSM_20016_S
Lactococcus lactis	1358	Lco_lactis_417_S
Leuconostoc pseudomesenteroides	33968	Leu_pseudomesenteroides_CBA3630_C
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC3_S
Lacticaseibacillus casei	1582	Lb_casei_YNF-5_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_SS1-3_C
Bifidobacterium longum	216816	B_longum_DJO10A_S
Bifidobacterium longum	216816	B_longum_BSD2780061688st2_H1_S
Lentilactobacillus buchneri	1581	Lb_buchneri_LA1161C_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_CRL581_S
Bifidobacterium longum	216816	B_longum_LH_277_S
Bifidobacterium longum	216816	B_longum_D52t1_170925_H5_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA121_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_774_S
Lactococcus lactis	1358	Lco_lactis_MS22337_S
Bifidobacterium longum	216816	B_longum_AM34-3_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_TMW_1-1434_C
Lactobacillus crispatus	47770	Lb_crispatus_RL11_S
Pediococcus acidilactici	1254	Pe_acidilactici_ATCC_8042_C
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1215_S
Lactococcus lactis	1358	Lco_lactis_ATCC_19435_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_NCDO1867_S
Latilactobacillus sakei	1599	Lb_sakei_ZFM225_C
Leuconostoc mesenteroides	1245	Leu_mesenteroides_SRCM102735_C
Latilactobacillus curvatus	28038	Lb_curvatus_LBAE_K7_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2221_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_P-UF1_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU50019_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_LR-S_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_KCTC_3035_C
Leuconostoc citreum	33964	Leu_citreum_CIRM-BIA_2092_S
Streptococcus thermophilus	1308	St_thermophilus_St1-GS-2_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_279_S
Streptococcus thermophilus	1308	St_thermophilus_ASCC_1275_C
Pediococcus acidilactici	1254	Pe_acidilactici_SRCM102731_C
Brevibacillus brevis	1393	Lb_brevis_NSMJ23_C
Leuconostoc falkenbergense	2766470	Leu_falkenbergense_LBAE_K30_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU50151_S
Lactobacillus amylovorus	1604	Lb_amylovorus_30SC_C
Limosilactobacillus reuteri	1598	Lb_reuteri_CIRM-BIA_2121_S
Bifidobacterium longum	216816	B_longum_YS108R_C
Lactococcus lactis	1358	Lco_lactis_LMG_7760_S
Lactobacillus helveticus	1587	Lb_helveticus_MGYG-HGUT-02384_C
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_110_S
Bifidobacterium breve	1685	B_breve_UMB0915_S
Bifidobacterium breve	1685	B_breve_NRBB20_C
Bifidobacterium longum	216816	B_longum_ATCC_55813_S
Lactobacillus gasseri	1596	Lb_gasseri_SV-16A-US_S
Bifidobacterium longum	216816	B_longum_AM20-3_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS11_C
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_S188_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2115_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_1366_S
Lentilactobacillus hilgardii	1588	Lb_hilgardii_CIRM-BIA_2118_S
Bifidobacterium longum	216816	B_longum_LH_23_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_DSM_20074_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_CIRM-BIA_1972_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_1445_S
Leuconostoc pseudomesenteroides	33968	Leu_pseudomesenteroides_LMGH61_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1048_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU10149_S
Bifidobacterium longum	216816	B_longum_7-1B_S
Bifidobacterium breve	1685	B_breve_BSD2780061688_150302_F6_S
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_2225_S
Leuconostoc citreum	33964	Leu_citreum_CBA3621_C
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_1517_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2186_S
Lactococcus lactis	1358	Lco_lactis_1040_S
Bifidobacterium breve	1685	B_breve_JTL_C
Leuconostoc citreum	33964	Leu_citreum_CIRM-BIA_1453_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_2150_S
Lactobacillus helveticus	1587	Lb_helveticus_FAM13019_S
Lactobacillus pentosus	1589	Lb_pentosus_IG12_S
Bifidobacterium longum	216816	B_longum_AF14-34_S
Latilactobacillus sakei	1599	Lb_sakei_WiKim0063_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_ASCC_1521_S
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_674_S
Bifidobacterium longum	216816	B_longum_JCM_1217_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_229_S
Bifidobacterium longum	216816	B_longum_51A_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_1110_S
Lactobacillus crispatus	47770	Lb_crispatus_CIRM-BIA_2112_S
Lactobacillus kefiranofaciens	267818	Lb_kefiranofaciens_DSM_10550_S
Lactococcus lactis	1358	Lco_lactis_AM11-49_S
Lactobacillus crispatus	47770	Lb_crispatus_CTV-05_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_16_C
Bifidobacterium longum	216816	B_longum_1-5B_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_FAM_14217_C
Lactococcus cremoris	1359	Lco_cremoris_L24_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU80622_S
Enterococcus faecium	1352	E_faecium_LBAE_A6_S
Brevibacillus brevis	1393	Lb_brevis_15f_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_ITG_P18_S
Lactobacillus helveticus	1587	Lb_helveticus_FAM19188_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_NCDO2111_S
Lactobacillus crispatus	47770	Lb_crispatus_AB70_C
Latilactobacillus sakei	1599	Lb_sakei_LK-145_C
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC8_S
Lactobacillus helveticus	1587	Lb_helveticus_FAM23285_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_AMC0721_S
Brevibacillus brevis	1393	Lb_brevis_ZLB004_C
Lactobacillus coryniformis	1610	Lb_coryniformis_DSM_20004_S
Bifidobacterium breve	1685	B_breve_MCC_1340_S
Bifidobacterium longum	216816	B_longum_CACC_517_C
Lactococcus lactis	1358	Lco_lactis_275_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1414_S
Streptococcus thermophilus	1308	St_thermophilus_MN-ZLW-002_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_LR5_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_JQI-7_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60208_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_RI-004_S
Bifidobacterium longum	216816	B_longum_BSD2780061688_150302_C8_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2152_S
Streptococcus thermophilus	1308	St_thermophilus_CBC-S77_S
Lactobacillus johnsonii	33959	Lb_johnsonii_MGYG-HGUT-00008_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_ATCC_11842_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60201_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_hsryfm_1301_C
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_638_S
Lactobacillus helveticus	1587	Lb_helveticus_D76_C
Pediococcus acidilactici	1254	Pe_acidilactici_L3-A_S
Lentilactobacillus buchneri	1581	Lb_buchneri_NRRL_B-30929_C
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1572_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_88_S
Lactococcus lactis	1358	Lco_lactis_1102_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1579_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_46_S
Leuconostoc pseudomesenteroides	33968	Leu_pseudomesenteroides_CIRM-BIA_1262_S
Lactobacillus alimentarius	1602	Lb_alimentarius_DSM_20249_C
Lactobacillus crispatus	47770	Lb_crispatus_C25_C
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_662_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_FAM20650_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU80756_S
Bifidobacterium longum	216816	B_longum_AF30-11_S
Weissella cibaria	137591	W_cibaria_1268_S
Lactococcus lactis	1358	Lco_lactis_IO-1_C
Lactobacillus pentosus	1589	Lb_pentosus_SLC13_C
Pediococcus acidilactici	1254	Pe_acidilactici_D3_S
Bifidobacterium breve	1685	B_breve_DRBB29_C
Leuconostoc pseudomesenteroides	33968	Leu_pseudomesenteroides_CIRM-BIA_2127_S
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC23_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS4_C
Bifidobacterium breve	1685	B_breve_NRBB50_C
Bifidobacterium breve	1685	B_breve_MCC_1454_S
Lactobacillus helveticus	1587	Lb_helveticus_DLBSA201_S
Lactococcus lactis	1358	Lco_lactis_IPLA729_S
Lactobacillus crispatus	47770	Lb_crispatus_FDAARGOS_743_C
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_2105_S
Bifidobacterium longum	216816	B_longum_D41t1_190614_F6_S
Bifidobacterium longum	216816	B_longum_LH_206_S
Leuconostoc lactis	1246	Leu_lactis_CIRM-BIA_647_S
Latilactobacillus sakei	1599	Lb_sakei_ZFM220_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS18_C
Lactobacillus coryniformis	1610	Lb_coryniformis_DSM_20004_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1623_S
Bifidobacterium longum	216816	B_longum_TM05-14_S
Weissella paramesenteroides	1249	W_paramesenteroides_1402_S
Bifidobacterium longum	216816	B_longum_AF36-1_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_MGB0747_C
Bifidobacterium breve	1685	B_breve_NCTC11815_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA1025_S
Lactobacillus gasseri	1596	Lb_gasseri_ATCC_33323_C
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_868_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1380_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU50013_S
Lactobacillus helveticus	1587	Lb_helveticus_1073_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_633_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_1641_S
Lactobacillus crispatus	47770	Lb_crispatus_RL24_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_CNRZ31_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_16_C
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1210_S
Lacticaseibacillus casei	1582	Lb_casei_MGB0470_C
Pediococcus acidilactici	1254	Pe_acidilactici_1001270B_150601_H6_S
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC11_S
Latilactobacillus curvatus	28038	Lb_curvatus_DSM_20019_S
Lactobacillus crispatus	47770	Lb_crispatus_RL20_S
Leuconostoc citreum	33964	Leu_citreum_CIRM-BIA_2088_S
Lactobacillus fermentum	1613	Lb_fermentum_1019_S
Lactobacillus johnsonii	33959	Lb_johnsonii_117a_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30049_S
Lactococcus lactis	1358	Lco_lactis_1064-E11_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_ZJ316_C
Pediococcus acidilactici	1254	Pe_acidilactici_CIRM-BIA_2175_S
